Código província,Província,x,y
BPLR,Polar - Boreal Polar Province (POLR),-161.0,63.5
BPLR,Polar - Boreal Polar Province (POLR),-161.5,63.5
BPLR,Polar - Boreal Polar Province (POLR),-161.5,64.5
BPLR,Polar - Boreal Polar Province (POLR),-161.0,64.5
BPLR,Polar - Boreal Polar Province (POLR),-161.0,64.0
BPLR,Polar - Boreal Polar Province (POLR),-161.0,63.5
BPLR,Polar - Boreal Polar Province (POLR),-161.0,65.0
BPLR,Polar - Boreal Polar Province (POLR),-161.0,64.5
BPLR,Polar - Boreal Polar Province (POLR),-161.5,64.5
BPLR,Polar - Boreal Polar Province (POLR),-162.5,64.5
BPLR,Polar - Boreal Polar Province (POLR),-162.0,64.5
BPLR,Polar - Boreal Polar Province (POLR),-162.0,65.0
BPLR,Polar - Boreal Polar Province (POLR),-162.0,64.5
BPLR,Polar - Boreal Polar Province (POLR),-162.0,65.0
BPLR,Polar - Boreal Polar Province (POLR),-161.5,65.0
BPLR,Polar - Boreal Polar Province (POLR),-161.0,65.0
BPLR,Polar - Boreal Polar Province (POLR),15.0,78.5
BPLR,Polar - Boreal Polar Province (POLR),15.5,78.5
BPLR,Polar - Boreal Polar Province (POLR),14.5,78.5
BPLR,Polar - Boreal Polar Province (POLR),15.0,78.5
BPLR,Polar - Boreal Polar Province (POLR),15.0,79.0
BPLR,Polar - Boreal Polar Province (POLR),15.5,79.0
BPLR,Polar - Boreal Polar Province (POLR),15.5,78.5
BPLR,Polar - Boreal Polar Province (POLR),15.0,78.5
BPLR,Polar - Boreal Polar Province (POLR),180.0,89.0
BPLR,Polar - Boreal Polar Province (POLR),180.0,71.5
BPLR,Polar - Boreal Polar Province (POLR),179.5,71.5
BPLR,Polar - Boreal Polar Province (POLR),179.0,71.5
BPLR,Polar - Boreal Polar Province (POLR),179.0,71.0
BPLR,Polar - Boreal Polar Province (POLR),178.5,71.0
BPLR,Polar - Boreal Polar Province (POLR),179.0,71.0
BPLR,Polar - Boreal Polar Province (POLR),179.5,71.0
BPLR,Polar - Boreal Polar Province (POLR),180.0,71.0
BPLR,Polar - Boreal Polar Province (POLR),180.0,69.0
BPLR,Polar - Boreal Polar Province (POLR),179.5,69.0
BPLR,Polar - Boreal Polar Province (POLR),180.0,69.0
BPLR,Polar - Boreal Polar Province (POLR),179.5,69.0
BPLR,Polar - Boreal Polar Province (POLR),179.5,69.5
BPLR,Polar - Boreal Polar Province (POLR),179.0,69.5
BPLR,Polar - Boreal Polar Province (POLR),178.5,69.5
BPLR,Polar - Boreal Polar Province (POLR),179.0,69.5
BPLR,Polar - Boreal Polar Province (POLR),178.5,69.5
BPLR,Polar - Boreal Polar Province (POLR),178.0,69.5
BPLR,Polar - Boreal Polar Province (POLR),177.5,69.5
BPLR,Polar - Boreal Polar Province (POLR),177.0,69.5
BPLR,Polar - Boreal Polar Province (POLR),176.5,69.5
BPLR,Polar - Boreal Polar Province (POLR),176.5,70.0
BPLR,Polar - Boreal Polar Province (POLR),176.0,70.0
BPLR,Polar - Boreal Polar Province (POLR),175.5,70.0
BPLR,Polar - Boreal Polar Province (POLR),175.0,70.0
BPLR,Polar - Boreal Polar Province (POLR),174.5,70.0
BPLR,Polar - Boreal Polar Province (POLR),174.0,70.0
BPLR,Polar - Boreal Polar Province (POLR),173.5,70.0
BPLR,Polar - Boreal Polar Province (POLR),173.0,70.0
BPLR,Polar - Boreal Polar Province (POLR),173.5,70.0
BPLR,Polar - Boreal Polar Province (POLR),173.0,70.0
BPLR,Polar - Boreal Polar Province (POLR),172.5,70.0
BPLR,Polar - Boreal Polar Province (POLR),172.0,70.0
BPLR,Polar - Boreal Polar Province (POLR),171.5,70.0
BPLR,Polar - Boreal Polar Province (POLR),171.0,70.0
BPLR,Polar - Boreal Polar Province (POLR),170.5,70.0
BPLR,Polar - Boreal Polar Province (POLR),170.5,69.5
BPLR,Polar - Boreal Polar Province (POLR),170.0,69.5
BPLR,Polar - Boreal Polar Province (POLR),170.5,69.5
BPLR,Polar - Boreal Polar Province (POLR),171.0,69.5
BPLR,Polar - Boreal Polar Province (POLR),171.0,69.0
BPLR,Polar - Boreal Polar Province (POLR),170.5,69.0
BPLR,Polar - Boreal Polar Province (POLR),170.0,69.0
BPLR,Polar - Boreal Polar Province (POLR),169.5,69.0
BPLR,Polar - Boreal Polar Province (POLR),169.0,69.0
BPLR,Polar - Boreal Polar Province (POLR),168.5,69.0
BPLR,Polar - Boreal Polar Province (POLR),168.0,69.5
BPLR,Polar - Boreal Polar Province (POLR),168.5,69.5
BPLR,Polar - Boreal Polar Province (POLR),168.0,69.5
BPLR,Polar - Boreal Polar Province (POLR),168.0,70.0
BPLR,Polar - Boreal Polar Province (POLR),167.5,70.0
BPLR,Polar - Boreal Polar Province (POLR),167.5,69.5
BPLR,Polar - Boreal Polar Province (POLR),167.0,69.5
BPLR,Polar - Boreal Polar Province (POLR),166.5,69.5
BPLR,Polar - Boreal Polar Province (POLR),166.0,69.5
BPLR,Polar - Boreal Polar Province (POLR),165.5,69.5
BPLR,Polar - Boreal Polar Province (POLR),165.0,69.5
BPLR,Polar - Boreal Polar Province (POLR),164.5,69.5
BPLR,Polar - Boreal Polar Province (POLR),164.0,69.5
BPLR,Polar - Boreal Polar Province (POLR),164.0,70.0
BPLR,Polar - Boreal Polar Province (POLR),164.0,69.5
BPLR,Polar - Boreal Polar Province (POLR),163.5,69.5
BPLR,Polar - Boreal Polar Province (POLR),163.0,69.5
BPLR,Polar - Boreal Polar Province (POLR),162.5,69.5
BPLR,Polar - Boreal Polar Province (POLR),162.0,69.5
BPLR,Polar - Boreal Polar Province (POLR),161.5,69.5
BPLR,Polar - Boreal Polar Province (POLR),161.5,69.0
BPLR,Polar - Boreal Polar Province (POLR),161.5,68.5
BPLR,Polar - Boreal Polar Province (POLR),161.0,68.5
BPLR,Polar - Boreal Polar Province (POLR),161.0,69.0
BPLR,Polar - Boreal Polar Province (POLR),161.5,69.0
BPLR,Polar - Boreal Polar Province (POLR),161.0,69.0
BPLR,Polar - Boreal Polar Province (POLR),161.0,69.5
BPLR,Polar - Boreal Polar Province (POLR),160.5,69.5
BPLR,Polar - Boreal Polar Province (POLR),160.0,69.5
BPLR,Polar - Boreal Polar Province (POLR),160.0,70.0
BPLR,Polar - Boreal Polar Province (POLR),159.5,70.0
BPLR,Polar - Boreal Polar Province (POLR),160.0,70.0
BPLR,Polar - Boreal Polar Province (POLR),160.0,70.5
BPLR,Polar - Boreal Polar Province (POLR),159.5,70.5
BPLR,Polar - Boreal Polar Province (POLR),159.5,71.0
BPLR,Polar - Boreal Polar Province (POLR),159.0,71.0
BPLR,Polar - Boreal Polar Province (POLR),158.5,71.0
BPLR,Polar - Boreal Polar Province (POLR),158.0,71.0
BPLR,Polar - Boreal Polar Province (POLR),157.5,71.0
BPLR,Polar - Boreal Polar Province (POLR),157.0,71.0
BPLR,Polar - Boreal Polar Province (POLR),156.5,71.0
BPLR,Polar - Boreal Polar Province (POLR),156.0,71.0
BPLR,Polar - Boreal Polar Province (POLR),155.5,71.0
BPLR,Polar - Boreal Polar Province (POLR),155.0,71.0
BPLR,Polar - Boreal Polar Province (POLR),154.5,71.0
BPLR,Polar - Boreal Polar Province (POLR),154.0,71.0
BPLR,Polar - Boreal Polar Province (POLR),153.5,71.0
BPLR,Polar - Boreal Polar Province (POLR),153.0,71.0
BPLR,Polar - Boreal Polar Province (POLR),152.5,71.0
BPLR,Polar - Boreal Polar Province (POLR),152.0,71.0
BPLR,Polar - Boreal Polar Province (POLR),151.5,71.0
BPLR,Polar - Boreal Polar Province (POLR),152.0,71.0
BPLR,Polar - Boreal Polar Province (POLR),151.5,71.0
BPLR,Polar - Boreal Polar Province (POLR),151.5,71.5
BPLR,Polar - Boreal Polar Province (POLR),151.0,71.5
BPLR,Polar - Boreal Polar Province (POLR),150.5,71.5
BPLR,Polar - Boreal Polar Province (POLR),150.0,71.5
BPLR,Polar - Boreal Polar Province (POLR),150.0,71.0
BPLR,Polar - Boreal Polar Province (POLR),150.0,71.5
BPLR,Polar - Boreal Polar Province (POLR),150.5,71.5
BPLR,Polar - Boreal Polar Province (POLR),150.0,71.5
BPLR,Polar - Boreal Polar Province (POLR),149.5,71.5
BPLR,Polar - Boreal Polar Province (POLR),149.0,71.5
BPLR,Polar - Boreal Polar Province (POLR),149.0,72.0
BPLR,Polar - Boreal Polar Province (POLR),149.5,72.0
BPLR,Polar - Boreal Polar Province (POLR),150.0,72.0
BPLR,Polar - Boreal Polar Province (POLR),149.5,72.0
BPLR,Polar - Boreal Polar Province (POLR),149.0,72.0
BPLR,Polar - Boreal Polar Province (POLR),148.5,72.5
BPLR,Polar - Boreal Polar Province (POLR),148.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),147.5,72.5
BPLR,Polar - Boreal Polar Province (POLR),147.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),146.5,72.0
BPLR,Polar - Boreal Polar Province (POLR),146.0,72.0
BPLR,Polar - Boreal Polar Province (POLR),146.0,71.5
BPLR,Polar - Boreal Polar Province (POLR),145.5,71.5
BPLR,Polar - Boreal Polar Province (POLR),145.0,71.5
BPLR,Polar - Boreal Polar Province (POLR),145.0,72.0
BPLR,Polar - Boreal Polar Province (POLR),145.5,72.0
BPLR,Polar - Boreal Polar Province (POLR),146.0,72.0
BPLR,Polar - Boreal Polar Province (POLR),145.5,72.0
BPLR,Polar - Boreal Polar Province (POLR),145.5,72.5
BPLR,Polar - Boreal Polar Province (POLR),146.0,72.0
BPLR,Polar - Boreal Polar Province (POLR),146.5,72.0
BPLR,Polar - Boreal Polar Province (POLR),146.0,72.0
BPLR,Polar - Boreal Polar Province (POLR),146.5,72.0
BPLR,Polar - Boreal Polar Province (POLR),147.0,72.0
BPLR,Polar - Boreal Polar Province (POLR),147.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),146.5,72.5
BPLR,Polar - Boreal Polar Province (POLR),146.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),145.5,72.5
BPLR,Polar - Boreal Polar Province (POLR),145.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),145.0,72.0
BPLR,Polar - Boreal Polar Province (POLR),144.5,72.0
BPLR,Polar - Boreal Polar Province (POLR),144.0,72.0
BPLR,Polar - Boreal Polar Province (POLR),144.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),144.5,72.5
BPLR,Polar - Boreal Polar Province (POLR),144.5,72.0
BPLR,Polar - Boreal Polar Province (POLR),144.5,72.5
BPLR,Polar - Boreal Polar Province (POLR),145.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),145.5,72.5
BPLR,Polar - Boreal Polar Province (POLR),146.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),146.5,72.5
BPLR,Polar - Boreal Polar Province (POLR),147.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),146.5,72.5
BPLR,Polar - Boreal Polar Province (POLR),146.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),145.5,72.5
BPLR,Polar - Boreal Polar Province (POLR),145.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),144.5,72.5
BPLR,Polar - Boreal Polar Province (POLR),144.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),143.5,72.5
BPLR,Polar - Boreal Polar Province (POLR),143.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),142.5,72.5
BPLR,Polar - Boreal Polar Province (POLR),142.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),141.5,73.0
BPLR,Polar - Boreal Polar Province (POLR),141.0,73.0
BPLR,Polar - Boreal Polar Province (POLR),140.5,73.0
BPLR,Polar - Boreal Polar Province (POLR),141.0,73.0
BPLR,Polar - Boreal Polar Province (POLR),141.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),140.5,72.5
BPLR,Polar - Boreal Polar Province (POLR),140.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),139.5,72.5
BPLR,Polar - Boreal Polar Province (POLR),139.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),139.0,72.0
BPLR,Polar - Boreal Polar Province (POLR),139.5,72.0
BPLR,Polar - Boreal Polar Province (POLR),140.0,72.0
BPLR,Polar - Boreal Polar Province (POLR),139.5,72.0
BPLR,Polar - Boreal Polar Province (POLR),139.5,71.5
BPLR,Polar - Boreal Polar Province (POLR),140.0,71.5
BPLR,Polar - Boreal Polar Province (POLR),139.5,71.5
BPLR,Polar - Boreal Polar Province (POLR),139.0,71.5
BPLR,Polar - Boreal Polar Province (POLR),138.5,71.5
BPLR,Polar - Boreal Polar Province (POLR),138.0,71.5
BPLR,Polar - Boreal Polar Province (POLR),138.0,71.0
BPLR,Polar - Boreal Polar Province (POLR),138.0,71.5
BPLR,Polar - Boreal Polar Province (POLR),138.0,71.0
BPLR,Polar - Boreal Polar Province (POLR),137.5,71.0
BPLR,Polar - Boreal Polar Province (POLR),138.0,71.0
BPLR,Polar - Boreal Polar Province (POLR),137.5,71.0
BPLR,Polar - Boreal Polar Province (POLR),137.5,71.5
BPLR,Polar - Boreal Polar Province (POLR),137.5,71.0
BPLR,Polar - Boreal Polar Province (POLR),137.5,71.5
BPLR,Polar - Boreal Polar Province (POLR),137.0,71.5
BPLR,Polar - Boreal Polar Province (POLR),136.5,71.5
BPLR,Polar - Boreal Polar Province (POLR),136.0,71.5
BPLR,Polar - Boreal Polar Province (POLR),135.5,71.5
BPLR,Polar - Boreal Polar Province (POLR),135.0,71.5
BPLR,Polar - Boreal Polar Province (POLR),134.5,71.5
BPLR,Polar - Boreal Polar Province (POLR),134.0,71.5
BPLR,Polar - Boreal Polar Province (POLR),133.5,71.5
BPLR,Polar - Boreal Polar Province (POLR),133.0,71.5
BPLR,Polar - Boreal Polar Province (POLR),132.5,72.0
BPLR,Polar - Boreal Polar Province (POLR),133.0,72.0
BPLR,Polar - Boreal Polar Province (POLR),132.5,72.0
BPLR,Polar - Boreal Polar Province (POLR),132.5,71.5
BPLR,Polar - Boreal Polar Province (POLR),132.0,71.5
BPLR,Polar - Boreal Polar Province (POLR),132.0,71.0
BPLR,Polar - Boreal Polar Province (POLR),131.5,71.0
BPLR,Polar - Boreal Polar Province (POLR),131.0,70.5
BPLR,Polar - Boreal Polar Province (POLR),131.0,71.0
BPLR,Polar - Boreal Polar Province (POLR),130.5,71.0
BPLR,Polar - Boreal Polar Province (POLR),130.0,71.0
BPLR,Polar - Boreal Polar Province (POLR),129.5,71.0
BPLR,Polar - Boreal Polar Province (POLR),130.0,71.0
BPLR,Polar - Boreal Polar Province (POLR),129.5,71.0
BPLR,Polar - Boreal Polar Province (POLR),129.5,71.5
BPLR,Polar - Boreal Polar Province (POLR),129.0,71.5
BPLR,Polar - Boreal Polar Province (POLR),129.5,71.5
BPLR,Polar - Boreal Polar Province (POLR),129.5,72.0
BPLR,Polar - Boreal Polar Province (POLR),129.0,72.0
BPLR,Polar - Boreal Polar Province (POLR),129.0,71.5
BPLR,Polar - Boreal Polar Province (POLR),128.5,72.0
BPLR,Polar - Boreal Polar Province (POLR),128.0,72.0
BPLR,Polar - Boreal Polar Province (POLR),128.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),127.5,72.5
BPLR,Polar - Boreal Polar Province (POLR),127.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),126.5,72.5
BPLR,Polar - Boreal Polar Province (POLR),127.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),127.0,72.0
BPLR,Polar - Boreal Polar Province (POLR),127.5,72.0
BPLR,Polar - Boreal Polar Province (POLR),127.0,72.0
BPLR,Polar - Boreal Polar Province (POLR),127.0,71.5
BPLR,Polar - Boreal Polar Province (POLR),127.5,71.5
BPLR,Polar - Boreal Polar Province (POLR),127.0,71.5
BPLR,Polar - Boreal Polar Province (POLR),127.0,72.0
BPLR,Polar - Boreal Polar Province (POLR),126.5,72.0
BPLR,Polar - Boreal Polar Province (POLR),126.5,72.5
BPLR,Polar - Boreal Polar Province (POLR),126.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),125.5,72.5
BPLR,Polar - Boreal Polar Province (POLR),125.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),124.5,72.5
BPLR,Polar - Boreal Polar Province (POLR),124.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),124.0,73.0
BPLR,Polar - Boreal Polar Province (POLR),123.5,73.0
BPLR,Polar - Boreal Polar Province (POLR),123.5,72.5
BPLR,Polar - Boreal Polar Province (POLR),123.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),123.0,73.0
BPLR,Polar - Boreal Polar Province (POLR),122.5,73.0
BPLR,Polar - Boreal Polar Province (POLR),122.0,73.0
BPLR,Polar - Boreal Polar Province (POLR),121.5,73.0
BPLR,Polar - Boreal Polar Province (POLR),121.0,73.0
BPLR,Polar - Boreal Polar Province (POLR),120.5,73.0
BPLR,Polar - Boreal Polar Province (POLR),120.0,73.0
BPLR,Polar - Boreal Polar Province (POLR),120.5,73.0
BPLR,Polar - Boreal Polar Province (POLR),120.0,73.0
BPLR,Polar - Boreal Polar Province (POLR),119.5,73.0
BPLR,Polar - Boreal Polar Province (POLR),119.0,73.0
BPLR,Polar - Boreal Polar Province (POLR),118.5,73.0
BPLR,Polar - Boreal Polar Province (POLR),118.5,73.5
BPLR,Polar - Boreal Polar Province (POLR),119.0,73.5
BPLR,Polar - Boreal Polar Province (POLR),118.5,73.5
BPLR,Polar - Boreal Polar Province (POLR),118.0,73.5
BPLR,Polar - Boreal Polar Province (POLR),117.5,73.5
BPLR,Polar - Boreal Polar Province (POLR),117.0,73.5
BPLR,Polar - Boreal Polar Province (POLR),116.5,73.5
BPLR,Polar - Boreal Polar Province (POLR),116.0,73.5
BPLR,Polar - Boreal Polar Province (POLR),115.5,73.5
BPLR,Polar - Boreal Polar Province (POLR),115.0,73.5
BPLR,Polar - Boreal Polar Province (POLR),114.5,73.5
BPLR,Polar - Boreal Polar Province (POLR),114.0,73.5
BPLR,Polar - Boreal Polar Province (POLR),113.5,73.5
BPLR,Polar - Boreal Polar Province (POLR),114.0,73.5
BPLR,Polar - Boreal Polar Province (POLR),113.5,73.5
BPLR,Polar - Boreal Polar Province (POLR),113.5,73.0
BPLR,Polar - Boreal Polar Province (POLR),113.0,73.0
BPLR,Polar - Boreal Polar Province (POLR),113.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),113.5,72.5
BPLR,Polar - Boreal Polar Province (POLR),114.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),113.5,72.5
BPLR,Polar - Boreal Polar Province (POLR),113.0,72.5
BPLR,Polar - Boreal Polar Province (POLR),113.0,73.0
BPLR,Polar - Boreal Polar Province (POLR),113.5,73.0
BPLR,Polar - Boreal Polar Province (POLR),113.5,73.5
BPLR,Polar - Boreal Polar Province (POLR),113.0,73.5
BPLR,Polar - Boreal Polar Province (POLR),113.5,73.5
BPLR,Polar - Boreal Polar Province (POLR),113.5,74.0
BPLR,Polar - Boreal Polar Province (POLR),113.0,74.0
BPLR,Polar - Boreal Polar Province (POLR),113.0,73.5
BPLR,Polar - Boreal Polar Province (POLR),112.5,73.5
BPLR,Polar - Boreal Polar Province (POLR),112.0,73.5
BPLR,Polar - Boreal Polar Province (POLR),111.5,74.0
BPLR,Polar - Boreal Polar Province (POLR),111.0,74.0
BPLR,Polar - Boreal Polar Province (POLR),111.5,74.0
BPLR,Polar - Boreal Polar Province (POLR),111.0,74.0
BPLR,Polar - Boreal Polar Province (POLR),110.5,74.0
BPLR,Polar - Boreal Polar Province (POLR),110.0,74.0
BPLR,Polar - Boreal Polar Province (POLR),109.5,74.0
BPLR,Polar - Boreal Polar Province (POLR),109.5,73.5
BPLR,Polar - Boreal Polar Province (POLR),110.0,73.5
BPLR,Polar - Boreal Polar Province (POLR),110.5,73.5
BPLR,Polar - Boreal Polar Province (POLR),110.5,74.0
BPLR,Polar - Boreal Polar Province (POLR),111.0,74.0
BPLR,Polar - Boreal Polar Province (POLR),111.0,73.5
BPLR,Polar - Boreal Polar Province (POLR),110.5,73.5
BPLR,Polar - Boreal Polar Province (POLR),110.0,73.5
BPLR,Polar - Boreal Polar Province (POLR),109.5,73.5
BPLR,Polar - Boreal Polar Province (POLR),109.0,73.5
BPLR,Polar - Boreal Polar Province (POLR),109.5,73.5
BPLR,Polar - Boreal Polar Province (POLR),109.0,73.5
BPLR,Polar - Boreal Polar Province (POLR),108.5,73.5
BPLR,Polar - Boreal Polar Province (POLR),108.0,73.5
BPLR,Polar - Boreal Polar Province (POLR),108.5,73.5
BPLR,Polar - Boreal Polar Province (POLR),108.5,73.0
BPLR,Polar - Boreal Polar Province (POLR),108.0,73.0
BPLR,Polar - Boreal Polar Province (POLR),107.5,73.0
BPLR,Polar - Boreal Polar Province (POLR),107.0,73.0
BPLR,Polar - Boreal Polar Province (POLR),106.5,73.0
BPLR,Polar - Boreal Polar Province (POLR),106.0,73.0
BPLR,Polar - Boreal Polar Province (POLR),106.5,73.0
BPLR,Polar - Boreal Polar Province (POLR),106.0,73.0
BPLR,Polar - Boreal Polar Province (POLR),105.5,73.0
BPLR,Polar - Boreal Polar Province (POLR),105.0,73.0
BPLR,Polar - Boreal Polar Province (POLR),105.5,73.0
BPLR,Polar - Boreal Polar Province (POLR),106.0,73.0
BPLR,Polar - Boreal Polar Province (POLR),106.0,73.5
BPLR,Polar - Boreal Polar Province (POLR),106.5,73.5
BPLR,Polar - Boreal Polar Province (POLR),107.0,73.5
BPLR,Polar - Boreal Polar Province (POLR),107.5,73.5
BPLR,Polar - Boreal Polar Province (POLR),108.0,73.5
BPLR,Polar - Boreal Polar Province (POLR),108.5,73.5
BPLR,Polar - Boreal Polar Province (POLR),108.5,74.0
BPLR,Polar - Boreal Polar Province (POLR),109.0,74.0
BPLR,Polar - Boreal Polar Province (POLR),109.5,74.0
BPLR,Polar - Boreal Polar Province (POLR),110.0,74.0
BPLR,Polar - Boreal Polar Province (POLR),110.0,74.5
BPLR,Polar - Boreal Polar Province (POLR),109.5,74.5
BPLR,Polar - Boreal Polar Province (POLR),110.0,74.5
BPLR,Polar - Boreal Polar Province (POLR),110.5,74.5
BPLR,Polar - Boreal Polar Province (POLR),111.0,74.5
BPLR,Polar - Boreal Polar Province (POLR),111.5,74.5
BPLR,Polar - Boreal Polar Province (POLR),112.0,74.5
BPLR,Polar - Boreal Polar Province (POLR),112.0,75.0
BPLR,Polar - Boreal Polar Province (POLR),112.5,75.0
BPLR,Polar - Boreal Polar Province (POLR),113.0,75.0
BPLR,Polar - Boreal Polar Province (POLR),113.5,75.0
BPLR,Polar - Boreal Polar Province (POLR),113.5,75.5
BPLR,Polar - Boreal Polar Province (POLR),113.0,75.5
BPLR,Polar - Boreal Polar Province (POLR),112.5,76.0
BPLR,Polar - Boreal Polar Province (POLR),113.0,75.5
BPLR,Polar - Boreal Polar Province (POLR),113.5,75.5
BPLR,Polar - Boreal Polar Province (POLR),114.0,75.5
BPLR,Polar - Boreal Polar Province (POLR),114.0,76.0
BPLR,Polar - Boreal Polar Province (POLR),113.5,76.0
BPLR,Polar - Boreal Polar Province (POLR),113.5,76.5
BPLR,Polar - Boreal Polar Province (POLR),113.0,76.5
BPLR,Polar - Boreal Polar Province (POLR),113.0,76.0
BPLR,Polar - Boreal Polar Province (POLR),113.5,76.0
BPLR,Polar - Boreal Polar Province (POLR),113.0,76.0
BPLR,Polar - Boreal Polar Province (POLR),112.5,76.0
BPLR,Polar - Boreal Polar Province (POLR),113.0,76.0
BPLR,Polar - Boreal Polar Province (POLR),112.5,76.0
BPLR,Polar - Boreal Polar Province (POLR),112.5,76.5
BPLR,Polar - Boreal Polar Province (POLR),112.0,76.5
BPLR,Polar - Boreal Polar Province (POLR),111.5,76.5
BPLR,Polar - Boreal Polar Province (POLR),111.0,76.5
BPLR,Polar - Boreal Polar Province (POLR),111.0,77.0
BPLR,Polar - Boreal Polar Province (POLR),111.0,76.5
BPLR,Polar - Boreal Polar Province (POLR),110.5,76.5
BPLR,Polar - Boreal Polar Province (POLR),110.5,77.0
BPLR,Polar - Boreal Polar Province (POLR),110.5,76.5
BPLR,Polar - Boreal Polar Province (POLR),110.0,76.5
BPLR,Polar - Boreal Polar Province (POLR),109.5,76.5
BPLR,Polar - Boreal Polar Province (POLR),109.0,76.5
BPLR,Polar - Boreal Polar Province (POLR),108.5,76.5
BPLR,Polar - Boreal Polar Province (POLR),108.0,76.5
BPLR,Polar - Boreal Polar Province (POLR),107.5,76.5
BPLR,Polar - Boreal Polar Province (POLR),107.0,76.5
BPLR,Polar - Boreal Polar Province (POLR),106.5,76.5
BPLR,Polar - Boreal Polar Province (POLR),107.0,76.5
BPLR,Polar - Boreal Polar Province (POLR),107.0,77.0
BPLR,Polar - Boreal Polar Province (POLR),107.5,77.0
BPLR,Polar - Boreal Polar Province (POLR),107.0,77.0
BPLR,Polar - Boreal Polar Province (POLR),106.5,77.0
BPLR,Polar - Boreal Polar Province (POLR),107.0,77.0
BPLR,Polar - Boreal Polar Province (POLR),106.5,77.0
BPLR,Polar - Boreal Polar Province (POLR),106.0,77.0
BPLR,Polar - Boreal Polar Province (POLR),105.5,77.0
BPLR,Polar - Boreal Polar Province (POLR),106.0,77.0
BPLR,Polar - Boreal Polar Province (POLR),105.5,77.0
BPLR,Polar - Boreal Polar Province (POLR),105.0,77.0
BPLR,Polar - Boreal Polar Province (POLR),104.5,77.0
BPLR,Polar - Boreal Polar Province (POLR),104.0,77.0
BPLR,Polar - Boreal Polar Province (POLR),104.5,77.0
BPLR,Polar - Boreal Polar Province (POLR),105.0,77.0
BPLR,Polar - Boreal Polar Province (POLR),105.5,77.0
BPLR,Polar - Boreal Polar Province (POLR),105.5,77.5
BPLR,Polar - Boreal Polar Province (POLR),106.0,77.5
BPLR,Polar - Boreal Polar Province (POLR),106.5,77.5
BPLR,Polar - Boreal Polar Province (POLR),106.0,77.5
BPLR,Polar - Boreal Polar Province (POLR),105.5,77.5
BPLR,Polar - Boreal Polar Province (POLR),105.0,77.5
BPLR,Polar - Boreal Polar Province (POLR),104.5,77.5
BPLR,Polar - Boreal Polar Province (POLR),104.0,77.5
BPLR,Polar - Boreal Polar Province (POLR),103.5,77.5
BPLR,Polar - Boreal Polar Province (POLR),103.0,77.5
BPLR,Polar - Boreal Polar Province (POLR),102.5,77.5
BPLR,Polar - Boreal Polar Province (POLR),102.0,77.5
BPLR,Polar - Boreal Polar Province (POLR),101.5,77.0
BPLR,Polar - Boreal Polar Province (POLR),101.0,77.0
BPLR,Polar - Boreal Polar Province (POLR),101.0,76.5
BPLR,Polar - Boreal Polar Province (POLR),101.5,76.5
BPLR,Polar - Boreal Polar Province (POLR),102.0,76.5
BPLR,Polar - Boreal Polar Province (POLR),101.5,76.5
BPLR,Polar - Boreal Polar Province (POLR),101.0,76.5
BPLR,Polar - Boreal Polar Province (POLR),100.5,76.5
BPLR,Polar - Boreal Polar Province (POLR),100.0,76.5
BPLR,Polar - Boreal Polar Province (POLR),99.5,76.5
BPLR,Polar - Boreal Polar Province (POLR),99.0,76.5
BPLR,Polar - Boreal Polar Province (POLR),99.5,76.5
BPLR,Polar - Boreal Polar Province (POLR),99.5,76.0
BPLR,Polar - Boreal Polar Province (POLR),100.0,76.0
BPLR,Polar - Boreal Polar Province (POLR),99.5,76.0
BPLR,Polar - Boreal Polar Province (POLR),99.5,75.5
BPLR,Polar - Boreal Polar Province (POLR),99.0,75.5
BPLR,Polar - Boreal Polar Province (POLR),99.5,75.5
BPLR,Polar - Boreal Polar Province (POLR),100.0,75.5
BPLR,Polar - Boreal Polar Province (POLR),100.0,75.0
BPLR,Polar - Boreal Polar Province (POLR),100.0,75.5
BPLR,Polar - Boreal Polar Province (POLR),99.5,75.5
